objectid,bevoegd_gezag_nummer,brinnummer,vestigingsnummer,vestigingsnaam,denominatie,soort_primair_onderwijs,cluster,straatnaam,huisnummer_toevoeging,pc6,plaatsnaam,gem_code,gemeentenaam,provincie,ggd,internetadres,xcoord,ycoord,geocod,opmerking_geocode,leerlingen,lftd_1tm6,lftd_7tm9,lftd_10tm12,lftd_13tm15,lftd_16tm20,lftd_21tm27
507,41879,02WE,02WE00,"De Vijverhof, SBO",Algemeen bijzonder,SBAO,0,Domineeslaantje,2,3621ED,BREUKELEN UT,1904,STICHTSE VECHT,Utrecht,GGD Midden-Nederland,devijverhof.2sbo.nl,128285,464885,pc6hnrgeentoev,,52,1.5,14,36.5,0,0,0
508,41879,09OE,09OE00,School voor Speciaal Basisonderwijs De Driehoek,Algemeen bijzonder,SBAO,0,Steenstraat,87,3961VN,WIJK BIJ DUURSTEDE,352,WIJK BIJ DUURSTEDE,Utrecht,GGD Midden-Nederland,                                                                                ,151609,442918,pc6hnrgeentoev,,65,5.25,22,36.25,1.5,0,0
509,41879,19RT,19RT00,School voor Speciaal Basisonderwijs de Stuifheuvel,Algemeen bijzonder,SBAO,0,Graaf Lodewijklaan,2,3708DM,ZEIST,355,ZEIST,Utrecht,GGD Midden-Nederland,www.destuifheuvel.nl,146724,454390,pc6hnrgeentoev,,267,26.25,104,134.5,2.25,0,0
510,41879,23EZ,23EZ00,School voor Speciaal Basisonderwijs De Wissel,Algemeen bijzonder,SBAO,0,Galerijmuur,51,3991WX,HOUTEN,321,HOUTEN,Utrecht,GGD Midden-Nederland,                                                                                ,140283,447037,pc6hnrgeentoev,,152,24.25,52.25,74,1.5,0,0
511,62662,16QI,16QI00,School voor Speciaal Basisonderwijs Het Keerpunt,Protestants-Christelijk,SBAO,0,Prof. H. Bavinckstraat,3,3555GS,UTRECHT,344,UTRECHT,Utrecht,GG en GD Utrecht,www.sbohetkeerpunt.nl,133486,459025,pc6hnrgeentoev,,75,6.5,23.25,42.25,3,0,0
512,70002,01KJ,01KJ00,De Keerkring,Algemeen bijzonder,SBAO,0,Rembrandtlaan,50,3443EJ,WOERDEN,632,WOERDEN,Utrecht,GGD Midden-Nederland,www.dekeerkring.nl,119902,455793,pc6hnrgeentoev,,151,17.5,49.25,83.5,0.75,0,0
513,71488,00UI,00UI00,School voor Speciaal Basisonderwijs St Michael,Rooms-Katholiek,SBAO,0,Van Almondestraat,2,3814RV,AMERSFOORT,307,AMERSFOORT,Utrecht,GGD Midden-Nederland,www.michaelschool-amersfoort.nl,155207,463745,pc6hnrgeentoev,,136,5.75,57.25,71.5,1.5,0,0
514,77195,06UJ,06UJ00,School voor Speciaal Basisonderwijs Sint Maarten,Rooms-Katholiek,SBAO,0,Neckardreef,20,3562CP,UTRECHT,344,UTRECHT,Utrecht,GG en GD Utrecht,                                                                                ,136782,458646,pc6hnrgeentoev,,102,11.5,37,52,1.5,0,0
515,77195,06UJ,06UJ02,School voor Speciaal Basisonderwijs Sint Maarten,Rooms-Katholiek,SBAO,0,Binnentuinlaan,6,3452RN,VLEUTEN,344,UTRECHT,Utrecht,GG en GD Utrecht,                                                                                ,129696,455585,pc6hnrgeentoev,,116,8.5,42,63.25,2.25,0,0
516,77651,04DA,04DA00,School voor Speciaal Basisonderwijs De Evenaar,Algemeen bijzonder,SBAO,0,Dasseweide,1,3437WN,NIEUWEGEIN,356,NIEUWEGEIN,Utrecht,GGD Midden-Nederland,                                                                                ,133574,450841,pc6hnrgeentoev,,211,29.75,66.75,113,1.5,0,0
517,77975,04DR,04DR00,School voor Speciaal Basisonderwijs De Wenteltrap,Algemeen bijzonder,SBAO,0,Baden Powellweg,3,3401RR,IJSSELSTEIN UT,353,IJSSELSTEIN,Utrecht,GGD Midden-Nederland,www.sbodewenteltrap.nl,131885,447807,pc6hnrgeentoev,,215,20.5,76.25,114.5,3.75,0,0
518,40803,14VO,14VO00,School voor Speciaal Basisonderwijs De Brug,Rooms-Katholiek,SBAO,0,Koolstraat,17,4561GW,HULST,677,HULST,Zeeland,GGD Zeeland,www.sbo-debrug.nl,62419,366762,pc6,,71,4.75,25,41.25,0,0,0
519,40876,00MY,00MY00,School voor Speciaal Basisonderwijs De Springplank,Algemeen bijzonder,SBAO,0,Jacob Catsstraat,9,4532BX,TERNEUZEN,715,TERNEUZEN,Zeeland,GGD Zeeland,www.sbo-despringplank.nl,47101,372317,pc6hnrgeentoev,,179,15.5,64.75,95,3.75,0,0
520,40876,00NY,00NY00,School voor Speciaal Basisonderwijs De Veste,Algemeen bijzonder,SBAO,0,Schuttershof,2,4691CK,THOLEN,716,THOLEN,Zeeland,GGD Zeeland,www.home.zonnet.nl/sbodeveste,74071,394616,pc6hnrgeentoev,,39,2,17.5,18.75,0.75,0,0
521,40876,14OJ,14OJ00,School voor Speciaal Basisonderwijs De Tweern,Algemeen bijzonder,SBAO,0,Evertsenstraat,100,4461XS,GOES,664,GOES,Zeeland,GGD Zeeland,www.detweern.nl,50430,391353,pc6hnrgeentoev,,244,22.5,88.5,130,3,0,0
522,40876,16OU,16OU00,School voor Speciaal Basisonderwijs Het Springtij,Algemeen bijzonder,SBAO,0,Grevelingenstraat,8,4335XG,MIDDELBURG,687,MIDDELBURG,Zeeland,GGD Zeeland,www.hetspringtij.nl,30779,390074,pc6hnrgeentoev,,116,10.75,49.5,55.75,0,0,0
523,40876,16OU,16OU01,School voor Speciaal Basisonderwijs Het Springtij,Algemeen bijzonder,SBAO,0,De Savornin Lohmanlaan,58,4384KS,VLISSINGEN,718,VLISSINGEN,Zeeland,GGD Zeeland,                                                                                ,27108,387281,pc6hnrgeentoev,,114,3.5,50.75,59.75,0,0,0
524,41557,19QZ,19QZ00,School voor Speciaal Basisonderwijs De Meie,Openbaar,SBAO,0,Grachtweg,8,4301KJ,ZIERIKZEE,1676,SCHOUWEN-DUIVELAND,Zeeland,GGD Zeeland,                                                                                ,53931,407872,pc6hnrgeentoev,,58,1.25,22.25,33,1.5,0,0
525,84151,04EW,04EW00,School voor SBO Samu‘l,Reformatorisch,SBAO,0,Coxstraat,9,4421DC,KAPELLE,678,KAPELLE,Zeeland,GGD Zeeland,www.samuel-kapelle.nl,55786,389777,pc6hnrgeentoev,,80,2.25,36,40.25,1.5,0,0
526,20281,18CQ,18CQ00,School voor Speciaal Basisonderwijs Pastoor van Ars,Rooms-Katholiek,SBAO,0,Haviklaan,1,2566XA,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.pastoorvanarsschool.nl,77619,455348,pc6hnrgeentoev,,87,5.25,24.25,56.75,0.75,0,0
527,20281,19HE,19HE00,Speciaal Basisonderwijs Merlijn,Rooms-Katholiek,SBAO,0,Paets van Troostwijkstr,87,2522DM,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.scolucas.nl/sbomerlijn,82588,452753,pc6hnrgeentoev,,137,11.25,50.25,68.75,6.75,0,0
528,20281,20JV,20JV00,Speciaal Basisonderwijs De Octaaf,Rooms-Katholiek,SBAO,0,Cantateplein,27,2553VD,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.octaafsbo.nl,75513,452546,pc6hnrgeentoev,,31,0,14,13.25,3.75,0,0
529,20281,20LI,20LI00,School voor Speciaal Basisonderwijs De Vliethorst,Rooms-Katholiek,SBAO,0,Prinses Carolinalaan,1,2263VJ,LEIDSCHENDAM,1916,LEIDSCHENDAM-VOORBURG,Zuid-Holland,GGD Zuid-Holland-West,www.sbodevliethorst.nl,87490,456701,pc6hnrgeentoev,,113,12,43.25,57.75,0,0,0
530,20281,20NE,20NE00,De Meander,Rooms-Katholiek,SBAO,0,P. van Vlietlaan,2,2285XM,RIJSWIJK ZH,603,RIJSWIJK,Zuid-Holland,GGD Zuid-Holland-West,www.nldata.nl/meander,80795,449926,pc6hnrgeentoev,,32,0,4.25,26.25,1.5,0,0
531,20281,27ZD,27ZD00,SBO Het Avontuur,"Samenwerking PC, RK",SBAO,0,Startbaan,56,2631LL,NOOTDORP,1926,PIJNACKER-NOOTDORP,Zuid-Holland,GGD Zuid-Holland-West,www.sbohetavontuur.nl,85635,451012,pc6hnrgeentoev,,156,6,62,85,3,0,0
532,20671,09WG,09WG00,RK School voor Speciaal Basisonderwijs De Windroos,Rooms-Katholiek,SBAO,0,Hoge Woerd,27,2671DH,NAALDWIJK,1783,WESTLAND,Zuid-Holland,GGD Zuid-Holland-West,www.sbo-dewindroos.nl,73979,446237,pc6hnrgeentoev,,142,11.75,52,74.5,3.75,0,0
533,20671,16SQ,16SQ00,SBO De Delta,Rooms-Katholiek,SBAO,0,De Ruijtbaan,81,2685RS,POELDIJK,1783,WESTLAND,Zuid-Holland,GGD Zuid-Holland-West,www.dedelta.wsko.nl,75627,449408,pc6hnrgeentoev,,61,7.5,24.75,28,0.75,0,0
534,24597,16SM,16SM00,School voor Speciaal Basisonderwijs Laurens-Cupertino,Rooms-Katholiek,SBAO,0,Bree,61,3074BC,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.sbolaucup.nl,94617,433885,pc6hnrgeentoev,,152,1.75,51.25,98.25,0.75,0,0
535,24597,18YD,18YD00,School voor Speciaal Basisonderwijs St Lucas,Rooms-Katholiek,SBAO,0,Korfmakersstraat,68,3026XJ,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.lucasschool.nl,89775,436610,pc6hnrgeentoev,,76,0.25,26,49,0.75,0,0
536,24597,19HS,19HS00,School voor Speciaal Basisonderwijs Johannes-Martinus,Rooms-Katholiek,SBAO,0,Boezemweg,172 -174,3031BP,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.rvko.nl,93730,437778,pc6hnr,,99,0.25,27.5,63,8.25,0,0
537,30185,00EM,00EM00,School voor Speciaal Basisonderwijs De Wijngaard,Reformatorisch,SBAO,0,Petrus Camperstraat,1,2992KK,BARENDRECHT,489,BARENDRECHT,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,96220,430607,pc6hnrgeentoev,,126,24.25,46.75,55,0,0,0
538,30185,24DE,24DE00,School voor Speciaal Basisonderwijs De Akker,Reformatorisch,SBAO,0,Rondo,321,3363LB,SLIEDRECHT,610,SLIEDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,www.deakkersbo.nl,110537,427031,pc6hnrgeentoev,,93,14.25,35.5,43.25,0,0,0
539,30582,04DY,04DY00,School voor Speciaal Basisonderwijs Het Noorderlicht,Protestants-Christelijk,SBAO,0,Willem de Zwijgerlaan,2,3314NX,DORDRECHT,505,DORDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,www.sbohetnoorderlicht.nl,105667,423539,pc6hnrgeentoev,,106,7.75,39.25,57.5,1.5,0,0
540,30837,02CO,02CO00,Christelijke School voor Speciaal Basisonderwijs De Wegwijzer,Protestants-Christelijk,SBAO,0,Hobbemastraat,4,3241AD,MIDDELHARNIS,1924,GOEREE-OVERFLAKKEE,Zuid-Holland,GGD Rotterdam-Rijnmond,www.sbodewegwijzer.nl,70398,419506,pc6hnrgeentoev,,59,5.25,23.5,28,2.25,0,0
541,30852,23FV,23FV00,School voor Speciaal Basisonderwijs DS N H Beversluis,Reformatorisch,SBAO,0,Hoogenburg,24,2804ZR,GOUDA,513,GOUDA,Zuid-Holland,GGD Hollands-Midden,                                                                                ,108537,449690,pc6hnrgeentoev,,124,23.5,45.5,54.25,0.75,0,0
542,40377,13HO,13HO00,RK School voor Speciaal Basisonderwijs De Horizon,Rooms-Katholiek,SBAO,0,Mendelssohnrode,2,2717CR,ZOETERMEER,637,ZOETERMEER,Zuid-Holland,GGD Zuid-Holland-West,www.horizon.unicoz.nl,92502,453885,pc6hnrgeentoev,,135,14.5,57,61.25,2.25,0,0
543,40765,12FK,12FK00,RK Speciale Basisschool De Oostvogel,Rooms-Katholiek,SBAO,0,Scharroosingel,54,2807CX,GOUDA,513,GOUDA,Zuid-Holland,GGD Hollands-Midden,www.oostvogelgouda.nl,110538,446896,pc6hnrgeentoev,,124,14.5,39.5,69.25,0.75,0,0
544,40928,21GJ,21GJ00,School voor Speciaal Basisonderwijs Laurentius,Rooms-Katholiek,SBAO,0,Griegstraat,2,2625AN,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,www.laurentiusschool.nl,83364,445865,pc6hnrgeentoev,,152,7.5,55.5,86,3,0,0
545,41008,01JQ,01JQ00,School voor Speciaal Basisonderwijs De Windvang,Protestants-Christelijk,SBAO,0,van Lierestraat,6,2221SC,KATWIJK ZH,537,KATWIJK,Zuid-Holland,GGD Hollands-Midden,www.dewindvang.nl,88904,468945,pc6hnrgeentoev,,174,12.75,60.5,98.5,2.25,0,0
546,41008,02SO,02SO00,School voor Speciaal Basisonderwijs Don Bosco,Rooms-Katholiek,SBAO,0,Don Boscostraat,1,2161KW,LISSE,553,LISSE,Zuid-Holland,GGD Hollands-Midden,www.don-boscoschool.nl,98346,474380,pc6hnrgeentoev,,126,9.5,47.25,69.25,0,0,0
547,41008,14VQ,14VQ00,School voor Speciaal Basisonderwijs Savio,Rooms-Katholiek,SBAO,0,Olympiaweg,27,2182RM,HILLEGOM,534,HILLEGOM,Zuid-Holland,GGD Hollands-Midden,www.aloysiusstichting.nl,100060,477927,pc6hnrgeentoev,,66,6.5,23,35,1.5,0,0
548,41047,19SC,19SC00,SBO De Vlieger,Algemeen bijzonder,SBAO,0,Boerhaavelaan,298,2334EZ,LEIDEN,546,LEIDEN,Zuid-Holland,GGD Hollands-Midden,www.sbodevlieger.nl,93431,465268,pc6hnrgeentoev,,314,39.75,106.25,164.25,3.75,0,0
549,41127,14SP,14SP00,School voor Speciaal Basisonderwijs Willem Alexander,Protestants-Christelijk,SBAO,0,Jordaensdreef,1,3262HL,OUD-BEIJERLAND,584,OUD-BEIJERLAND,Zuid-Holland,GGD Zuid-Holland-Zuid,www.csgdewaard.nl,87684,425662,pc6hnrgeentoev,,67,9.5,30.75,26.75,0,0,0
550,41127,14SP,14SP01,School voor Speciaal Basisonderwijs Willem Alexander,Protestants-Christelijk,SBAO,0,Graaf van Egmondstraat,79,3261AK,OUD-BEIJERLAND,584,OUD-BEIJERLAND,Zuid-Holland,GGD Zuid-Holland-Zuid,                                                                                ,88204,426569,pc6hnrgeentoev,,49,0,1,45.75,2.25,0,0
551,41194,04PC,04PC00,Chr School voor Speciaal Basisonderwijs Park en Dijk,Protestants-Christelijk,SBAO,0,Winterdijk,6,2801SJ,GOUDA,513,GOUDA,Zuid-Holland,GGD Hollands-Midden,www.d4w.nl/parkendijk,107816,447706,pc6hnrgeentoev,,159,10.5,55,91.25,2.25,0,0
552,41338,17IY,17IY00,PC School voor Speciaal Basisonderwijs De Parasol,Protestants-Christelijk,SBAO,0,Richard Hollaan,2,3144BB,MAASSLUIS,556,MAASSLUIS,Zuid-Holland,GGD Rotterdam-Rijnmond,www.sbodeparasol.nl,76507,438407,pc6hnrgeentoev,,59,4.25,21,32.25,1.5,0,0
553,41390,19KH,19KH00,SSBO De Vuurtoren,Openbaar,SBAO,0,Spitsbergen,15,2721GP,ZOETERMEER,637,ZOETERMEER,Zuid-Holland,GGD Zuid-Holland-West,www.sbo-devuurtoren.nl,96662,452170,pc6hnrgeentoev,,151,11.25,49,90,0.75,0,0
554,41396,00UY,00UY00,School voor Speciaal Basisonderwijs  Beatrix de Burcht,Protestants-Christelijk,SBAO,0,Hoefslag,6,4205NK,GORINCHEM,512,GORINCHEM,Zuid-Holland,GGD Zuid-Holland-Zuid,www.beatrixdeburcht.nl,126343,428962,pc6hnrgeentoev,,197,16.75,67.5,112,0.75,0,0
555,41417,00UE,00UE00,School voor Speciaal Basisonderwijs De Steenen Kamer,Algemeen bijzonder,SBAO,0,Stenenkamer,34,3332KP,ZWIJNDRECHT,642,ZWIJNDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,www.steenenkamer.spon.nu,104239,426823,pc6hnrgeentoev,,132,2.25,46.25,81.25,2.25,0,0
556,41417,00VW,00VW00,De Kameleon,Algemeen bijzonder,SBAO,0,Noordersingel,1,3351ED,PAPENDRECHT,590,PAPENDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,                                                                                ,106308,426833,pc6hnrgeentoev,,157,14,56,78,9,0,0
557,41436,03TU,03TU00,School voor Speciaal Basisonderwijs Op Maat,Algemeen bijzonder,SBAO,0,Henry Dunantweg,11,2402NM,ALPHEN AAN DEN RIJN,484,ALPHEN AAN DEN RIJN,Zuid-Holland,GGD Hollands-Midden,www.sboopmaat.nl,105191,462043,pc6hnrgeentoev,,165,14.75,59.5,90.75,0,0,0
558,41441,18SG,18SG00,School voor Speciaal Basisonderwijs Elsenburg,Openbaar,SBAO,0,Laboucherelaan,3,2283EG,RIJSWIJK ZH,603,RIJSWIJK,Zuid-Holland,GGD Zuid-Holland-West,www.elsenburgschool.nl,81719,450947,pc6hnrgeentoev,,72,2,28,41.25,0.75,0,0
559,41441,19RB,19RB00,School voor Speciaal Basisonderwijs de Bouwsteen,Openbaar,SBAO,0,Griegstraat,4,2625AN,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,www.bouwsteen.com,83317,445853,pc6hnrgeentoev,,54,5.25,22.75,26,0,0,0
560,41444,16NZ,16NZ00,"Het Pluspunt, expertisecentrum Hoeksche Waard",Openbaar,SBAO,0,Jan Lievenslaan,1,3262ND,OUD-BEIJERLAND,584,OUD-BEIJERLAND,Zuid-Holland,GGD Zuid-Holland-Zuid,www.pluspunthw.nl,87771,425790,pc6hnrgeentoev,,89,3.5,45.5,39.25,0.75,0,0
561,41454,02FI,02FI00,School voor Speciaal Basisonderwijs De Boemerang,Protestants-Christelijk,SBAO,0,Sint Martinusstraat,160,2671GM,NAALDWIJK,1783,WESTLAND,Zuid-Holland,GGD Zuid-Holland-West,www.sbo-boemerang.nl,74270,446008,pc6hnrgeentoev,,148,11.25,56.5,80.25,0,0,0
562,41502,18KM,18KM00,School voor Speciaal Basisonderwijs Het Kompas,Openbaar,SBAO,0,Sportlaan,1,3241KC,MIDDELHARNIS,1924,GOEREE-OVERFLAKKEE,Zuid-Holland,GGD Rotterdam-Rijnmond,www.sbo-hetkompas.nl,70268,419118,pc6hnrgeentoev,,97,11.25,27,56.5,2.25,0,0
563,41518,18AW,18AW00,Het Kompas Openbare School voor Speciaal Onderwijs,Openbaar,SBAO,0,Karel Doormanweg,8,3317ZD,DORDRECHT,505,DORDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,www.hetkompas.org,104606,423076,pc6hnrgeentoev,,144,16.25,40,87,0.75,0,0
564,41527,16GW,16GW00,SBO Het Avontuur,Openbaar,SBAO,0,Mercatorsingel,90,2803ER,GOUDA,513,GOUDA,Zuid-Holland,GGD Hollands-Midden,www.sbo-hetavontuur.nl,107717,448598,pc6hnrgeentoev,,117,18,39,55.5,4.5,0,0
565,41535,19ST,19ST00,School voor Speciaal Basisonderwijs De Kameleon,Openbaar,SBAO,0,Reigerlaan,9,3136JJ,VLAARDINGEN,622,VLAARDINGEN,Zuid-Holland,GGD Rotterdam-Rijnmond,www.kameleon-vlaardingen.nl,84241,438541,pc6hnrgeentoev,,126,9.5,36.75,78.25,1.5,0,0
566,41545,11HT,11HT00,School voor Speciaal Basisonderwijs De Bouwsteen,Openbaar,SBAO,0,Lijstersingel,22-A,2902JD,CAPELLE AAN DEN IJSSEL,502,CAPELLE AAN DEN IJSSEL,Zuid-Holland,GGD Rotterdam-Rijnmond,www.sbodebouwsteen.nl,99752,438103,pc6hnr,,215,12.75,82.5,119,0.75,0,0
567,41567,19VE,19VE00,SBO De Poldervaart,Openbaar,SBAO,0,Prinses Beatrixlaan,20,3121JN,SCHIEDAM,606,SCHIEDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.depoldervaart.nl,85798,438245,pc6hnrgeentoev,,110,8,46.25,55.75,0,0,0
568,41570,13MH,13MH00,School voor Speciaal Basisonderwijs De Windroos,Openbaar,SBAO,0,Bolwerk,46,3221VJ,HELLEVOETSLUIS,530,HELLEVOETSLUIS,Zuid-Holland,GGD Rotterdam-Rijnmond,www.dewindroos-hellevoetsluis.nl,69061,427751,pc6hnrgeentoev,,93,5.5,31.5,54.5,1.5,0,0
569,41570,14DV,14DV00,Speciale school voor Basisonderwijs De Nieuwe Poort,Openbaar,SBAO,0,Brigittenweg,14,3231XA,BRIELLE,501,BRIELLE,Zuid-Holland,GGD Rotterdam-Rijnmond,www.sgdenieuwepoort.nl,70565,435575,pc6hnrgeentoev,,58,0,19.75,36,2.25,0,0
570,41572,20JC,20JC00,School voor Speciaal Basisonderwijs De Bonte Vlinder,Openbaar,SBAO,0,Aucubastraat,3,2565XD,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.bontevlinder.nl,78153,454759,pc6hnrgeentoev,,132,16.75,50,64.5,0.75,0,0
571,41572,20JF,20JF00,School voor Speciaal Basisonderwijs De Haagse Beek,Openbaar,SBAO,0,Paddepad,6,2554HZ,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.sbodehaagsebeek.info,76246,454465,pc6hnrgeentoev,,86,7.75,27.25,49.5,1.5,0,0
572,41572,20JJ,20JJ00,School voor Speciaal Basisonderwijs P H Schreuder,Openbaar,SBAO,0,Hendrick Goltziusstraat,5,2526LL,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,                                                                                ,81060,453872,pc6hnrgeentoev,,111,6.75,46,57.5,0.75,0,0
573,41639,19CM,19CM00,School voor Speciaal Basisonderwijs De Tandem,Openbaar,SBAO,0,Aidastraat,91,3208PA,SPIJKENISSE,612,SPIJKENISSE,Zuid-Holland,GGD Rotterdam-Rijnmond,www.sbodetandem.nl,81275,427919,pc6hnrgeentoev,,141,13.5,62.5,63.5,1.5,0,0
574,41646,00EH,00EH00,Gereformeerde School voor Speciaal Basisonderwijs De Cirkel,Gereformeerd vrijgemaakt,SBAO,0,Zevensprong,5,2907TK,CAPELLE AAN DEN IJSSEL,502,CAPELLE AAN DEN IJSSEL,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,98765,440279,pc6hnrgeentoev,,48,1.75,22.5,21.5,2.25,0,0
575,41775,20KY,20KY00,School voor Speciaal Basisonderwijs De Kring,Openbaar,SBAO,0,Merkelbachstraat,6 -8,3067AL,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.sbodekring.nl,97375,439689,pc6hnr,,47,1.75,14,30.5,0.75,0,0
576,41775,20RD,20RD00,School voor Speciaal Basisonderwijs Sonnevanck,Openbaar,SBAO,0,Zwartewaalstraat,28,3081HZ,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.sbo-sonnevanck.nl,93066,434390,pc6hnrgeentoev,,75,0.25,27.25,47.5,0,0,0
577,41775,20RE,20RE00,School voor Speciaal Basisonderwijs C Leeflang,Openbaar,SBAO,0,Willem Hedaweg,3,3043AZ,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,89141,439276,pc6,,82,2,31.5,41.75,6.75,0,0
578,41775,20RV,20RV00,School voor Speciaal Basisonderwijs v Heuven Goedhart,Openbaar,SBAO,0,Oosterhagen,251,3078CL,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.sbovhg.nl,98040,433562,pc6hnrgeentoev,,81,1.75,32.75,46.5,0,0,0
579,41775,20RW,20RW00,School voor Speciaal Basisonderwijs Henry Dunant,Openbaar,SBAO,0,Schiedamseweg,282,3025AS,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,89525,436391,pc6hnrgeentoev,,46,1.75,12.5,29.5,2.25,0,0
580,41775,21HJ,21HJ00,SBO Hoogvliet,Openbaar,SBAO,0,Cloese,10,3191ED,HOOGVLIET ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.sbohoogvliet.com,84034,431380,pc6hnrgeentoev,,131,4.25,51,75.75,0,0,0
581,42588,12UK,12UK00,School voor Speciaal Basisonderwijs De Rotonde,Openbaar,SBAO,0,Dokter Hiemstralaan,85,4205KK,GORINCHEM,512,GORINCHEM,Zuid-Holland,GGD Zuid-Holland-Zuid,                                                                                ,125453,428306,pc6hnrgeentoev,,73,9.25,22.25,35.5,6,0,0
582,43227,01XT,01XT00,Christelijke School voor Speciaal Basisonderwijs De Balans,Protestants-Christelijk,SBAO,0,Merellaan,344,2902JN,CAPELLE AAN DEN IJSSEL,502,CAPELLE AAN DEN IJSSEL,Zuid-Holland,GGD Rotterdam-Rijnmond,www.debalanssbo.nl,99787,438451,pc6hnrgeentoev,,100,3.75,38.75,54.5,3,0,0
583,45917,23XL,23XL00,School voor Speciaal Basisonderwijs De Branding,Protestants-Christelijk,SBAO,0,Anne Frankstraat,26,3207GA,SPIJKENISSE,612,SPIJKENISSE,Zuid-Holland,GGD Rotterdam-Rijnmond,www.vcpo-spijkenisse.nl,84123,427626,pc6hnrgeentoev,,107,1.75,32,71.75,1.5,0,0
584,46385,20NG,20NG00,School voor Speciaal Basisonderwijs Anne Frank,Rooms-Katholiek,SBAO,0,Willem de Zwijgerlaan,2,3314NX,DORDRECHT,505,DORDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,www.afs-dordrecht.nl,105667,423539,pc6hnrgeentoev,,68,4,31,32.25,0.75,0,0
585,47595,05YM,05YM00,School voor Speciaal Basisonderwijs De Koppeling,Protestants-Christelijk,SBAO,0,Herkingenstraat,80,3086BJ,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.dekoppeling.nl,91886,432380,pc6hnrgeentoev,,105,6.25,40,58,0.75,0,0
586,47595,14XB,14XB00,Heldringschool,Protestants-Christelijk,SBAO,0,Hilledijk,279,3074GC,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.heldringschool.nl,94574,434748,pc6hnrgeentoev,,94,3,35,56,0,0,0
587,70176,16RC,16RC00,School voor Speciaal Basisonderwijs Het Mozaiek,Protestants-Christelijk,SBAO,0,Van den Eyndestraat,24,2582EC,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.hetmozaiek.net,78855,456260,pc6hnrgeentoev,,86,4.5,33.5,45,3,0,0
588,70176,18XS,18XS00,School voor Speciaal Basisonderwijs De Springplank,Protestants-Christelijk,SBAO,0,Pachtersdreef,3,2542XH,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.nldata.nl/springplank,77946,450164,pc6hnrgeentoev,,123,9,41.5,67.25,5.25,0,0
589,70176,19HH,19HH00,School voor Speciaal Basisonderwijs Rehoboth,Protestants-Christelijk,SBAO,0,Dr H. Colijnlaan,3,2283XA,RIJSWIJK ZH,603,RIJSWIJK,Zuid-Holland,GGD Zuid-Holland-West,www.nldata.nl/rehoboth,82320,451253,pc6hnrgeentoev,,104,10,38.75,55.25,0,0,0
